title,abstract,IPC
Mobile tool stand,"A mobile tool stand includes a base frame unit, a support unit connected to the base frame unit for supporting the base frame unit on the floor, and a carrier unit. The carrier unit includes a carrier plate for carrying a machine tool, a pair of links pivotally connected between the carrier plate and the base frame unit and movable relative to the carrier plate to move the stand between a collapsed position and a supporting position, and a pair of coupling rods pivotally connected to the carrier plate and slidingly coupled to the base frame unit, such that the coupling rods are movable in and out of the base frame unit. Thus, the tool that is carried on the carrier plate can be safely moved from place to place when the mobile tool stand is set in the collapsed, transporting condition.",A
Vending machine user interface guide; electronic coin return; and hinged delivery bin,"A system and method for directing a consumer through a vending machine transaction. The system and method include a UI guide comprising visual cues to direct a consumer to insert a minimum amount of money, make a production selection and confirm the product selection. The system and method provide for the consumer to cancel the transaction and request that return of inserted coins.",A
Linear motor.,"The main pole permanent magnet (202), and the magnetized in order to be different from the direction of the stimulation of the main pole permanent magnet (202) punishment permanent magnet (203) were included and the field magnet substituting for the part of the magnetic field generation of the main pole permanent magnet (202) with the soft magnetic substance (204), and the armature rolling the armature winding (104) in the teeth (102) of the armature core (101) were included and when the pole pitch of the field magnet the pitch of the teeth (102) was done about to τ it comprises λ< τ. As to the main pole permanent magnet (202), the linear motor is magnetized to the direction of the generation magnetic field.",H
Wireless communications device and method,"A wireless device is described that comprises a spread spectrum radio-frequency (RF) communications portion, such as a Bluetooth module, and an ancillary RF receiver portion. The spread spectrum RF communications portion is activated on receipt of a characteristic RF signal by the ancillary RF receiver portion. The ancillary RF receiver portion may consume substantially less power than the spread spectrum RF communications portion thereby allowing a low power standby mode to be implemented. The wireless device may be a measurement probe, such as a temperature probe, for use with machine tools and the like. An interface for transmitting the characteristic RF signal is also described.",H
Stepping motor,"The invention claims a stepping motor, comprising a rotor, wherein the rotor, guide screw is connected with the magnet, a stator, a rotor rotatably inserted in the stator, and the stator the magnetic field acts on the rotor, thrust bearing, the thrust bearing supporting one end of the guide screw rod, a shell, a stator received in the housing, a guide projection with an opening on one side of the shell, and the thrust bearing is inserted into the; the plate spring, the plate spring is set on the opening part of the guide part so as to apply elastic force to the thrust bearing, and so as to prevent the lead screw and the thrust bearing; and a plate spring guide, the plate spring guide piece is fixed on the shell of the air outlet, so that the plate spring can be inserted into the plate spring guide piece.",H
Brushless motor having a reduced axial dimension,"A brushless motor includes: a stator assembly including a stator core which includes a plurality of pole teeth each having a winding therearound; and a rotor assembly including a magnet which has a ring shape, is rotatably disposed so as to oppose the pole teeth of the stator core and which is circumferentially magnetized with a plurality of magnetic poles with opposite polarities alternating with each other, wherein the number of the pole teeth of the stator core is twice the number of the magnetic poles of the magnet such that each magnetic pole opposes a pair of adjacent pole teeth, one pair of adjacent windings have the same number of winding turns and the same winding direction as each other, and wherein another pair of windings located next to the one pair of windings have a winding direction opposite to the winding direction of the one pair of windings.",H
ELECTRIC MACHINE WITH POWER TAPS,"Machines and motors with multiple three-phase AC power connections. A motor includes first, second, and third windings arranged to drive a rotator shaft. A first end of each winding is connected to a respective power input of a three-phase alternating current (AC) power source and a second end of each winding is connected to a neutral. The motor includes at least one intermediate tap connected to each of the first, second, and third windings at substantially equal respective distances between the neutral and the respective power inputs. The intermediate taps together provide a three-phase AC power output at a voltage that is less than the voltage of the three-phase AC power source.",H
Rotary table device,"The invention relates to a rotary table device, the invention provides a rotary table device, which may prevent the mounted sealing element component at the outside around rotating joint and distortion deformation. The rotary table device (10) of the invention comprises distributor (14) having and centre shaft (15) and rotary joint and sealing element component (16). Center shaft (15) has: the rotating platform (11) from the surface (11f) side insert hole (13h) then arranged on table surface (11f) is near the outside surface and sealing element and component (16) contact the circle platform side of cylindrical centre shaft (151), and rotary table (11) from the back face side insert to hole (13h) from table surface and (11f) then the cylindrical configuration of frame side center shaft (152). The front area of the distributor (14) are orderly from rotary table (11) and the back face side frame insert side centre shaft (152) and centre shaft side rotating platform (151), then the distributor (14) of root part fixed on frame (12).",A
with a duty cycle of the welding power supply digital controller,"welding power supply comprises a power supply conversion circuit, the power conversion circuit is adapted to receive a main power supply, suitable for chopping wave main power supply using one or more power semiconductor switch and adapted to supply into the chopping welding output is provided. welding provided by the power supply comprises a pulse width modulated (PWM) digital controller, said pulse width modulation digital controller comprises a gate drive circuit, the gate drive circuit may generate a PWM output signal to control one or more power semiconductor switch. the PWM output signal includes a duty cycle of one or more power ratio of error correction welding system.",H
3-D servo positioning system and method,"A 3-D servo positioning system which may be used for positioning solar panels or other devices has a part-spherical socket member and a ball rotatably engaged in the socket member. Plural electromagnets are positioned in a predetermined pattern in the socket member, while one or more magnets are mounted in an end portion of the ball located in the socket. A shaft extends from a part of the ball outside the socket and a device to be positioned is mounted on the end of the shaft. A controller is programmed to actuate selected electromagnets based on sensor inputs so as to move the ball in the socket and adjust the angle and direction of the device attached to the shaft.",H
a coolant-cooled linear motor,"The invention relates to a coolant-cooled linear motor, the linear motor comprises an armature, the armature comprises armature winding and is set to surround the cooling jacket unit of the armature winding, the cooling sleeve unit comprises four cooling sleeve and two end blocks; the four cooling sleeve defines an extending direction parallel to the armature of the four sides, two end blocks defines two opposite end faces of the extending direction of the armature on the cooling sleeve and the end block are connected into a box, each cooling jacket is to be supplied with the internal space of the coolant; and a field magnet unit, the field unit comprises a yoke made of a ferromagnetic material and a permanent magnet in the yoke, one armature and the field magnet unit relative to the other.",H
"the periodic magnetic field generation device and using the linear motor, rotary motor","The invention claims a periodical magnetic field generating device and a linear motor using the same, and the rotary motor. the periodic magnetic field generation device comprises a Halbach array structure of magnetic field magnetic pole, the magnetic field poles of the Halbach array configuration so as to alternately adjacent way; are linearly arranged the relationship between main magnetic pole generates a magnetic field of permanent magnet on the magnetized in the direction and a moving direction of length B to the secondary pole permanent-magnet is magnetized with the main pole permanent-magnet magnetic pole direction in different ways, is replaced by soft magnetic material magnetic field permanent magnet of the main pole structure which generates a part side of the moving direction of soft magnetic material for generating magnetic field side length A and the back yoke side of the main pole permanent-magnet between formed as A bmu.",H
"Rotor for use in IPM rotating electric machine, and IPM rotating electric machine provided with the rotor","A rotor includes a rotor core; and first and second permanent magnets arranged in the core such that each of the first magnets corresponds to one of the second magnets and, on a cross-sectional plane of the rotor core perpendicular to a rotation axis thereof, a first line passing through the first magnet and a second line passing through the second magnet meet at a point pointing toward the rotation axis. The first and second magnets are arranged such that a straight line interconnecting the rotation axis and the point is interposed therebetween, an angle of the first magnet relative to the straight line being smaller than that of the second magnet relative to the straight line, and a width of the first magnet in the direction parallel to the first line being smaller than that of the second magnet in the direction parallel to the second line.",H
multi-head type coreless linear motor,"The invention claims a multi-head type coreless linear motor. the multi-head type coreless linear motor comprising: a permanent magnet field having a plurality of permanent magnets (6), the plurality of permanent magnets with different magnetic poles are alternately arrayed, and armature of the plurality of armatures coil (3); the plurality of armature coil winding 3 and is connected with the armature and the permanent magnet in the magnetic field of either one is rotor (1), the other is stator (4), and on the same one of said stator (4) are arranged with a plurality of said rotor (1); respectively driving the plurality of rotor (1), composed of respectively different relationship wherein the plurality of rotor is determined by the number of magnetic poles of the permanent magnet and the armature coil number of turns of the large thrust mover and the small thrust mover.",H
ASSEMBLY OF DRIVING DEVICE FOR BRUSHLESS MOTOR OF AIR-CONDITIONER,"ABSTRACT OF THE DISCLOSURE The present invention relates to an improved assembly of driving device for brushless motor of air-conditioner, which is a design providing a unitary and simple assembly of driving device of brushless motor, including a 5 brushless motor body and a support rack. The support rack is made in the form of a U-shape having opposite ends forming end plates that extend high upwards. Besides providing a recess for positioning, assembling, and fixing the motor body, the U-shaped support rack forms a space that exactly accommodates the driving device therein, whereby the structure of the motor 10 is reduced in volume and the purposes of use of simplified structure and practical convenience are realized. CO) C-D2",H
METHOD OF FORMING SECONDARY FOR LINEAR DRIVE MOTOR,"A method for forming a secondary for a motor, for instance a linear drive motor, includes providing a sheet of highly magnetic permeable material with a plurality of slots extending through the sheet spaced along a length of the sheet. The slots define a plurality of teeth in the sheet and enable the sheet to be conformable to a mounting surface when forming the secondary of the motor. The top surface of the sheet has a plurality of pockets formed adjacent the plurality of slots. The pockets extend parallel to the width and are spaced along the length of the sheet. The pockets form a sensor operatively connected to a control of the motor. The sensor may be an encoder, and/or operatively connected to a control for controlling commutation of the motor, and/or setting positional limits, absolute positional information, and/or providing information about the sheet.",H
Linear motor device,"Provided is a linear motor device which is compact even when a stroke is increased, which can reduce heat generation, and which can eliminate damping force caused by circulating current. The linear motor device includes a linear motor that includes a movable member having a plurality of fields and a stator in which a plurality of armatures including polyphase coils are arranged in line in the moving direction of the movable member, and a controller that sequentially outputs control commands to current amplifiers respectively connected to the armatures in accordance with the relative position of the movable member. The controller selectively outputs the control commands to only the current amplifiers corresponding to the armatures which are opposite the movable member such that the armatures are positioned within a range corresponding to the length in the moving direction of the movable member.",H
linear motor,"The invention claims a linear motor (1), comprising a magnetic yoke (12), the magnetic yoke (12) is provided with a magnet array (14) is composed of multiple permanent magnet (13) and armature (20); the armature iron core (30) of the armature (20) is provided with an armature winding (21), and the armature is spaced by the magnetic gap opposite to the magnet array set, the linear motor to any one as the rotor (2) in magnetic yoke and the armature as a stator (11). a plurality of permanent magnets wherein the magnet line of the adjacent polarities of the permanent magnets alternate with each other in a line; the armature iron core comprises: respectively setting the teeth of two ends (32A) and (32B), and a plurality of main teeth are wound with an armature winding, and secondary gear and a tooth height perpendicular to the advancing direction along the travelling direction change of end shape.",H
Portable safety belt,A portable safety belt for use on a motor coach passenger seat is provided. The portable safety belt is formed of a single strap routed to form a closed loop for encircling a seatback and an open loop terminating at either end of the strap with a male and female buckle. The open loop is adapted as a lap belt for holding a passenger. A locking member disposed at a side of the closed loop provides interrelated adjustment of the open and closed loops to tighten the closed loop around the seatback.,A
SYSTEMS AND METHODS FOR ACTIVATION AND DEACTIVATION OF APPLIANCES,"Systems and methods are provided for an appliance system. The system includes an appliance, and a processor connected to the appliance such that the processor places the appliance in one of an enabled state and a disabled state. The processor is configured to track usage of the appliance and to place the appliance in a disabled state when the usage of the appliance exceeds a threshold amount. The system also includes a data receiving device configured to receive a code, wherein upon receipt of a valid code, the processor is configured to adjust the threshold amount to allow additional usage of the appliance.",A
Driving circuit for motor and device equipped with driving circuit,"The circuit structured to drive a motor is provided. The circuit includes: a division signal generator that generates a division signal dividing each of a high level period and a low level period of a binary position signal representing a relative position of a magnetic coil to a permanent magnet into a preset number of multiple divisions; a pulse width setter that sets a pulse width for PWM control corresponding to each of the multiple divisions represented by the division signal; and a PWM signal generator that performs PWM control with the set pulse width, thereby generating a PWM signal as a driving signal for driving the motor.",H
Rotary motor,"one example of the present invention relates to a rotary motor comprises: a rotor, and a stator core of the stator, the stator core comprising: an annular first 1 laminated core, is formed helically stacked through the connection part 1 are mutually connected by a plurality of first 1, which is equipped with a rotor at the inner peripheral side, and an annular first 2 laminated core is formed by the helically stacked through the connection part 2 are mutually connected by a plurality of first 2, which is equipped with a rotor at the inner peripheral side and the appearance 1 laminated core than the first shape.",H
Custom milled iron set,"A process for the custom design and automated, custom manufacture of golf clubs. According to a first embodiment, a computer user interface, preferably a graphical user interface (GUI), guides a user's selection of preferred golf club design parameters. According to a second embodiment, input data about a golfer's style of play and golf club performance needs are captured from data collection systems, and analyzed by black box algorithms, preferably fuzzy logic algorithms, to infer golf club design parameters. After preferences for, or inferences about, golf club design parameters are developed in accordance with the two embodiments, a computer aided (CA) system is used to design and manufacture the desired golf clubs.",A
Method and device for attaching an electrical wire winding to a commutator,"The invention relates to a method and device for producing an electric machine, an electric machine with a commutator, having commutator hooks for fixing electric wire windings with solder arranged between the commutator hooks and the wire winding and two electrodes arranged adjacent to each other which are pressed against the commutator hooks. An electric current is passed through the commutator hooks by means of electrodes such that the solder melts and forms a connection to the wire winding.",H
Motor controller,"A motor controller capable of detecting an oscillation of a feedback loop and performing gain adjustment while updating a gain value of a control unit is provided. The motor controller includes an electric motor, an operation-amount detector, a control unit, a machine, a disturbance signal generator which generates a sweep sine wave, a compensation-driving-force detector, a vibration calculator, an oscillation detector, a vibration storage, a simulated open-loop gain calculator, a gain changer, and an automatic gain changer, and detects an oscillation by processing a response signal in time series on the basis of a first threshold regarding to a magnitude of vibration and a second threshold regarding a frequency.",H
METHOD AND APPARATUS FOR CODING AND LINKING ELECTRICAL APPLIANCES FOR CONTROL AND STATUS REPORT,"A coding method and apparatus for linking electrical appliances for control and status reporting by arbitrarily appending the appliances remote control protocol with the premise's room/zone code for identifying the appliance location and ID-code to operate on the basis of the appliance type and function, sub header code define the command nature, a blank header identifies the signal and a checksum trailer ends the five byte command for operating a range of appliances, lights and LED illuminators, locally and in the different rooms, bathrooms, kitchen and laundry including provision for extending the commands when needed. Current sensors for power outlets and power cables linked via lightguides or fiber optic use same codes for reporting statuses of and current consumption by the appliances and lights to the video interphone or the shopping terminal. LED bulbs are coded through an optical transceiver accessed through the rear of the bulb socket.",H
System and method of sub-surface system design and installation,"The system and method of the present invention provides comprehensive design and installation management for agricultural water management systems. Maps and grade profiles are created from data collected by Global Positioning devices in the field. Latitude, longitude, and elevation are triangulated from GPS data to develop contour, grade, and profile maps, used to design drainage systems in real time. Customer billing information and vendor pricing information are produced from map and grade profile data. Interfacing and machine control for machines used to install drainage and/or irrigation systems are generated from contour, grade and profile data. Data is exported and imported in common file formats for efficient data exchange.",A
Electric motor device,"The electric motor device is provided. The electric motor device includes: a first drive member that has a plurality of permanent magnets; a second drive member that has a plurality of electromagnetic coils; and a clearance controller that shifts at least either one of the first drive member and the second drive member, thereby changing a size of a clearance formed between the first drive member and the second drive member.",H
Plant and stem design and method of making,"A lifelike carving product and a method of producing the same is provided. The product may be utilized as an onlay or integral part of architectural elements to show designs of plant, fruit, and/or vegetable. The product includes at least one plant body, at least one stem, and a realistic fruit-stem/vegetable-stem interface. The plant body may include a flattened area, a stem receptacle whereat a plant end of the stem converges to the plant body, and an arcuate rim that at least partially surrounds the plant end in the stem receptacle. The realistic fruit-stem/vegetable-stem interface may be formed with the stem converging to the plant body perpendicularly with respect to a tangent line, or with a stem centerline of the stem aligning with a stem plane.",A
Transverse and/or commutated flux system rotor concepts,"Disclosed are transverse and/or commutated flux machines and components thereof, and methods of making and using the same. Certain rotors for use in transverse and commutated flux machines may be formed to facilitate a “many to many” flux switch configuration between flux concentrating stator portions having opposite polarities. Other rotors may be formed from a first material, and contain flux switches formed from a second material. Yet other rotors may be machined, pressed, stamped, folded, and/or otherwise mechanically formed. Via use of such rotors, transverse and/or commutated flux machines can achieve improved performance, efficiency, and/or be sized or otherwise configured for various applications.",H
For treatment of cooling lubricant.,"The invention provide one used for a machine tool of a cooling lubricant and pieces of device, thereof comprise: container (1), for accommodating cooling lubricant liquid and a solid mixture of un-processing the endless belt conveyor (6) is installed on the said container (1) in, the used for collecting a to a solid in a container away from the at least one a filter unit (20), is set on the said container (1) in, the used for a cooling lubricant liquid and a solid separation, whereby said filter unit (20) form is moving, and a location to a container (1) in the said ring belt conveyor (6) lower part of (11) of insert.",A
Linear motor,"When the multi-time a straight line motor move direction of rotor arranged in parallel would present a motor of large mounting area. In the straight line electric motor, set with the form of adjacent movers 51a, 51b of the stator. The whole form of stator 52c per a surface on a surface relative a two movers 51a, 51b in of a of a salient pole 50. Result simply relative to the move direction of the rotor are arranged in parallel with a straight line motor of multi-compared with the case a reduced mounting area.",H
"Laminated spiral core, dynamo-electric-machine rotor provided therewith, and dynamo-electric machine",A laminated spiral core includes core units and a plurality of swage portions. The core units form a rotor core. The core units have permanent-magnet attachment portions in which permanent magnets are to be disposed. Each of the core units has an arc shape. The plurality of swage portions connect the core units by swage-joining when the core units are spirally stacked in a predetermined number of layers. The plurality of swage portions are provided in the core units in a wave-shape to face the permanent-magnet attachment portions and provided at positions where an influence of magnetic flux paths in a rotor is minimal.,H
Methods and apparatus for efficiently generating profiles for circuit board work/rework,"Methods and articles for receiving times and temperatures for stages of a profile including solder heating stages to rework a populated printed circuit board (PCB), the rework including removing a first integrated circuit (IC) from the PCB, focusing heat on the first integrated circuit using an oven element during rework of the PCB, collecting actual temperature information from a plurality of temperature sensing elements to detect actual temperature information associated with the first integrated circuit, and generating a suggested modification for an operator to modify the time and/or the temperature of at least one of the stages in the profile in response to a fail status indicating that the collected actual temperature information did not meet temperatures for a variable.",A
Engine,A motor for generating rotational force employable for work is provided having a wheel operatively engaged to rotate on an axle and a plurality of magnetic assemblies radially positioned on said wheel between the axle and a circumferential edge. Rotation under force of the wheel is provided by sequential energizing of opposing pairs of magnetic assemblies to translate components engaged therewith to achieve an out of balance state of the wheel and rotation under force.,H
RUNNING GEAR SYSTEM FOR PORTABLE WIRE FEEDER,"A running gear system for a portable wire feeder case is disclosed that includes a plurality of wheel assemblies configured to rotate between a first retracted position and a first deployed position, a handle configured to extend between a second retracted position and a second deployed position, and a retractable support, wherein the plurality of wheel assemblies and the retractable support are configured to cooperatively support the portable wire feeder case in a horizontal orientation.",A
"SYSTEMS, METHODS, AND DEVICES FOR DEVICE-TO-DEVICE DISCOVERY AND COMMUNICATION","A user equipment (UE) is capable of directly communicating with one or more other UEs using a 3rd Generation Partnership Project (3GPP) communication specification. The UE is configured to identify a gap size for a device-to-device communication. The UE is configured to identify a cyclic prefix length for the device-to-device communication and transmit the device-to-device communication comprising a subframe having a physical uplink shared channel (PUSCH) structure. The subframe has the identified cyclic prefix length, and one or more last symbols of the subframe include a gap having the identified gap size.",H
Linear motor with contactless energy transfer,"An integrated electromagnetic energy conversions device is provided that includes a synchronous or brushless linear (SoBL) motor, and a transformer, where the transformer is integrated electromagnetically and topologically with the SoBL motor, where an electromagnetic field orientation of the transformer is perpendicular to an electromagnetic field orientation of the SoBL motor, where a magnetic-field decoupling between the SoBL motor and the transformer is provided and a position independent magnetic coupling of the transformer is provided, where the integrated SoBL motor and the transformer operate simultaneously in a motor and transformer mode.",H
CONTINUOUS MULTI-FLUID DELIVERY SYSTEM AND METHOD,"The invention claims a fluid pump device, the fluid pump device is operable by a drive and actuating system. The fluid pump device includes a pump manifold, a plurality of pump cylinders, a plunger reciprocally operable in each of the pump cylinders, and at least one inlet selector valve. The pump cylinders may extend proximally from the pump manifold and are in selective fluid communication with the pump manifold via, for example, respective inlet and outlet check valves. The plungers are reciprocally operable within the pump cylinders and are independently and reciprocally operable by respective piston linear actuators provided in the drive and actuating system. The inlet selector valve is used to establish selective fluid communication between one or more fluid source containers and the pump manifold to control fluid flow into the pump manifold. The inlet selector valve may be located laterally outboard of the pump cylinders and extend generally parallel to the pump cylinders.",A
Electronically Controlled Warmer Drawer,"An electronically controlled warmer drawer for food or non-food items having a housing including a heating element based on several heat-producing technologies, temperature and/or humidity sensor(s), and a fan to effectively warm items placed therein. The system is controlled by way of the user interface that interacts with an electronic control system to operate the heating element and fan. The user interface provides user programmable controls and automatic overrides, can be placed in a variety of locations, and can be concealed by a variety of elements. The interface can also utilize a variety of touch sensitive technologies. As well, the device may have a receptacle for adding fragrance or flavor to the objects within.",A
THE TOOL MAGAZINE,"One loader of tool has one first and one second element. The first and second members include first and second electrical connectors. The electrical connectors include elastomeric coatings. The first and second elements are locked in the set mode such that the first electric connector is aligned with the second electric connector of mode that after the contact, the deform sheaths-se for maintaining the electrical contact between the first and second electrical connectors.",H
Motor with highly efficient air cooling structure,"Motor (10, 40) comprising a stator (16), a number of slots (14) arranged in a circle around the center of the stator, and a fan motor (18) arranged on a side opposite to an output shaft of the stator,  wherein the stator has an air flow channel (20, 42, 44) which extends in the axial direction, and the air flow channel is formed in the stator close to the outer edges of the slots,  the stator comprises a discharge opening (26) close to the end of the output shaft side of the stator and a guide part (28) which guides the air so that the air discharged from the discharge opening flows to the side opposite the output shaft,  and the air from the fan motor is directed to one end on the output shaft side via the air flow passage, and the flow direction of the air at the end on the output shaft side is reversed so that the air is directed toward the side opposite to the output shaft,  wherein the slots together form a circular cross-section, the stator has a non-circular cross-section surrounding the circular cross-section, and the air flow channel is only partially formed over the entire outer peripheral circle defined by the slots,  and the discharge port (26) is arranged at the same angular position as an area (32) in which the air flow passage is not formed with respect to the circumferential direction, the discharge port being designed so that the air discharged from the discharge port is a surface of the Area (32) touches in which the air flow channel is not formed with respect to the circumferential direction.",H
Method for Controlling an Installation with Real-Time Transmission of Datagrams,"A method for controlling an installation, wherein a controller controls at least one first installation unit and a second installation unit and wherein a real-time bus is used for communication between the at least one first installation unit and the controller, and communication between the controller and the at least one first installation unit is effected via real-time datagrams. The controller conveys datagrams to the second installation unit via the real-time bus, these datagrams being conveyed via a non-real-time channel and these datagrams being prioritized with respect to other messages sent via the NRT section of the real-time bus.",H
Method for Controlling an Automation System and Control Device,A method for controlling an automation system includes conveying data messages to the automation system via a communication bus with a control device and/or receiving data messages from the automation system via the communication bus with the control device. Real-time messages are exchanged via the communication bus. The control device communicates with a network via a network interface and data messages are exchanged between the control device and the network via the network interface. The control device includes a plurality of processor cores. At least one processor core of the plurality of processor cores is assigned to the network interface in order to process the data messages passing via the network interface.,H
Motor spindle fixture,"A motor spindle fixture includes a fixing base (1), a motor (2) and a casing (3). The motor (2) includes a main body (21) and a spindle (22) penetrating through the main body (21) and protruding from both ends of the main body (21). The spindle (22) has an end defined as a driving end (221) for driving an external device and another end defined as a fixing end (222). The motor (2) is pivotally mounted onto the fixing base (1) through the driving end (221) of the spindle (22). The casing (3) is mounted onto the fixing base (1) and has an accommodating space (31) for accommodating the motor (2), and a chamber (332) concavely formed on a sidewall of the casing (3) and corresponding to the fixing end (222) of the spindle (22). The chamber (332) includes a fixing element, and the fixing end (222) of the spindle (22) is extended into the chamber (332) and pivotally coupled to the fixing element for fixing the spindle (22), and preventing the spindle (22) from being damaged by external impact forces during the operation of the motor (2).",H
TOOL TONGS,"The invention relates to tool tongs for the releasable holding of a tool, for example in a machine tool. The invention is characterized in that the tool tongs are formed by a tongs basic element and a tongs clamping element interacting and connected with the tongs basic element, wherein in the tool holding position the tongs basic element and the tongs clamping element hold the tool clampingly at its gripping elements, wherein the tongs basic element and/or the tongs clamping element is/are formed of flat material or plate-like material, such as, for example, steel sheet or the like.",A
MACHINE-TOOL,"The invention relates to an automatic machine tool, particularly for producing a dental prosthesis of exact three-dimensional shape, comprising a machining unit (200), a workpiece feed unit (300), a tool feed unit (400) and an operating and control unit, characterized in that the machining unit (200) comprises a machining tool (430) that is displaceable in three spatial directions and has a cardanic workpiece holder receptacle (210) that can be pivoted about two axes, wherein the workpiece holder receptacle (210) is arranged vertically and the machining of the workpiece is carried out in vertical arrangement so as to allow the dropping of chips.",A
TABLET DEVICE ENCLOSURE AND METHOD,"In accordance with at least one embodiment, an enclosure for tablet devices with features to provide secure mounting options is described. In accordance with at least one embodiment, the enclosure provides options to mount a tablet device in either a desktop stand or onto a variety of other supports, including VESA compliant mounts and electrical junction boxes. Security options include the ability to secure the tablet device inside the enclosure to provide a deterrent to theft or vandalism. Optionally, additional levels of security may be provided that limit access to the tablet device's control features (i.e., control buttons, cameras, sensors) to prevent unauthorized or accidental activation of these controls. In accordance with at least one embodiment, access to the tablet device's display, button(s), camera(s), microphone(s), speaker(s), connector(s), and/or tactile feedback of button(s) or other devices can be selectively maintained or prevented while the tablet device is enclosed in the tablet enclosure.",A
DISPLACEMENT SENSOR AND METHOD FOR DETECTING DISPLACEMENT,"A displacement sensor outputs displacement without delay caused by the detection period of the displacement sensor, when output of displacement is requested from outside. Displacement is detected using a phase difference between an input signal waveform and an output signal waveform. A detection time is derived by a timer when the sensor detects a displacement, and at least two previous detected displacements are stored together with detection times thereof. When output is requested from outside, the two previous displacements are extrapolated to a current displacement, based on the two previous displacements and detection times and a time at which output was requested, and the current displacement is output.",A
"Linear motor magnet plate for fabric, linear motor with the same and manufacturing method of the same","This invention claims a linear motor magnet plate for fabric, linear motor with the same and manufacturing method of the same, comprising manufacturing method of linear motor and the magnet of the magnet plate. the magnet surfaces of the plurality of permanent magnets are arranged in parallel in the order of NS installed glass cloth net or carbon fibre fabric such as fabric, then, use resin molding made of resin is formed on the fabric of the protective layer.",H
HAND-HELD MACHINE TOOL WITH IMPROVED OUTPUT EFFICIENCY,"A hand-held machine tool with improved output efficiency includes a casing to hold a control circuit connected to a power source and an electric motor which includes a stator, a rotor and an output spindle. The stator has a core and a plurality of stator magnetic poles extended radially. The stator magnetic poles are wound by an exciting winding. The core has an axle hole run through by the output spindle. The rotor has a transmission portion fastened to the output spindle and an induction portion extended from the transmission portion and horizontally corresponding to the stator magnetic poles. The induction portion has a plurality of rotor magnetic poles on an inner rim thereof corresponding to the stator magnetic poles. The rotor magnetic poles and stator magnetic poles are magnetically coupled to induce a magnetic force to drive the output spindle to rotate against the stator in the axle hole.",H
APPARATUS AND METHOD FOR A PRESSURE COOKER LID,"A pressure cooker lid includes a lid body, one or more lid clamps, a pressure valve, and a single control mechanism operable to sequentially control radial movement of the one or more lid clamps and control actuation of the pressure valve. Each of the one or more lid clamps includes a connection element and a clamp element. The pressure valve includes a valve stem. The control mechanism includes a rotary disc coupled to the connection elements and a knob mechanism operable to drive rotation of the rotary disc. Rotation of the rotary disc sequentially drives radial movement of the connection elements and axial movement of the valve stem to operate pressure valve.",A
SYNCHRONOUS MOTOR,"Synchronous motor with:  a) a rotor which has a plurality of permanent magnets on a surface from or within the rotor;  a stator made of a magnetically soft material and having a plurality of tooth bodies and a plurality of recesses between the tooth bodies; and  a plurality of element coils, which are wound around each of the tooth bodies as concentrated windings and are arranged in several layers in an extension direction of the tooth bodies,  wherein a predetermined number of the element coils are arranged continuously for each phase in a circumferential direction to form a rotational direction winding for each phase,  the direction of rotation windings for each phase being offset from one another between adjacent layers by a recess in the direction of rotation,  b) where,  if it is assumed that N cont represents the number of element coils from each layer that are consistently provided for each phase in a circumferential direction that NRecess the number of recesses represents that Npole represents the number of poles of the rotor and that Nphase represents the number of phases of electric current used, N Recess +/- Npole = 2n (n = 1,2, ... integer) and NRecess = A / (A-1) ▪ Npole are then satisfied (note that A = Nphase . Ncont), and where the element coils that are consistent for N contTimes are provided, are wound in m layers (m> 1 and m is an integer) and are offset from one another in the direction of rotation between adjacent layers, c) where,  if the number of element coils that are consistently present is N cont and the number of layers, m, of the element coils m = 2k-1 (k = 2 is a natural number), then the element coils are around [N cont-2 (k-1)] tooth bodies as concentrated windings wound in the middle part of the rotation direction winding for one phase and the element coils are wound around 2 (k-1) tooth bodies outside from the center of the rotation direction windings, so that the number of element coils is larger becomes, when the element coils are closer to the center of the direction of rotation winding and the number of element coils becomes smaller, if the element coils are further away from the center of the direction of rotation winding, and d) where N cont = 3, and e) wherein the intensity of the magnetic flux generated by the electric current in the element coils is higher near the center of the direction of rotation winding and less is further away from the center of the direction of rotation winding.",H
CONFIGURATION OF THE WELDING HELMET THAT PROVIDES THE ABILITY OF WARNING OF EXPOSURE to TOBACCO IN REAL TIME,"Welding helmets, systems, and kits providing real-time fume exposure monitoring and warning capability during an arc welding process. A welding helmet (100) configured to protect the head of a user during a welding process is configured with an intelligent warning apparatus (120) and an air- sampling pick-up and output port. The air-sampling pick-up and output port connects to a proximal end of an air sampling tube for sampling breathable air within the welding helmet, and a distal end of the air- sampling tube connects to an air sampling in- take port of an external aerosol monitoring device. The intelligent warning apparatus communicates with the aerosol monitoring device to receive air sample output data from the aerosol monitoring device, and to process the air sample output data to generate warning data and/or warning signals based on preset exposure level set points and/or exposure warning operating modes.",A
