title,abstract,IPC
APPARATUS FOR MONITORING THE PROCESS PERFORMANCE OF A LASER SYSTEM WITH A POWER OPTICAL FIBER CABLE,"The invention relates to a device for monitoring the process performance of a laser system using a high-power fiber optic cable 3, in particular to an optical fiber cable manufactured for transmitting power levels up to 20 kW and more than 20 kW. It is about. In general, the fiber cable has an inlet end 1 for the incident beam-light and an outlet end 2 for the beam-light to leave the optical fiber, at least one of which is a sensor for monitoring the fiber optic cable condition. A connector device 4, 5 having means 14 is provided. According to the invention, the sensor means 14 is adapted for monitoring and controlling the laser application process during operation, as well as for the detection of conditions within the connector device, such as scattered light, temperatures, etc. It is located inside and arranged. The sensors 14 are connected to the fiber interlock circuit 30 to activate the interlock brake when the measured signals are higher than the threshold levels 31, the comparison of the signals to the threshold values being based on the connector device ( 4, 5) integrated inside. Preferably, the sensor means comprise optical sensor type diodes 15, 16, 17 located in the rear part of the connector device 14, 15. Thereafter, a very high speed interlock brake system with signal control integrated inside the fiber connector is provided.  ",B23K
METHODS and SYSTEMS FOR FEED OF FILLER MATERIAL FOR AN OPERATION OF WELDING,"Methods and systems for feeding a rod of filler wire to a welding operation are provided. For instance, a handheld filler wire advancement device (44) is provided. The device includes a casing (46) having an opening (48) extending axially through the casing for receiving a rod of filler wire (50). The device also includes a drive assembly disposed within the casing and adapted to contact the rod of filler wire to advance and retract the rod of filler wire within the opening of the casing. Further, the device includes a motor disposed within the casing and coupled to the drive assembly to provide the drive assembly with power for movement of the rod of filler wire.",B23K
using a wafer cutting pulse train with multiple pulse laser and plasma etching,"The invention relates to use with multiple pulse pulse train laser and plasma etching of wafer cutting. This invention describes a method of cutting a semiconductor wafer, each wafer having a plurality of integrated circuit. A method comprises the following steps: forming a mask above the semiconductor wafer. The mask covers and protects the integrated circuit layer. patterning the mask using multiple pulse of pulse train laser scribing process to provide a spacing of the patterned mask. the patterned exposed between the integrated circuit region of the semiconductor wafer. after passing through interval of patterning mask in etching the semiconductor wafer to cut the integrated circuit.",B23K
Keyboard with screw nut,"A keyboard comprising a keyboard module, a support plate and at least one screw nut attached to the support plate.",B23P
"A dispersion|distribution type ordnance system, a multistage ordnance system, and the method of relation","A distributed ordnance system comprises a plurality of ordnance controllers and a plurality of firing units. Each ordnance controller of the plurality of ordnance controllers may be operably coupled with at least one firing unit of the plurality of firing units. Each ordnance controller may be configured to provide power signals to the at least one firing unit coupled therewith, and communicate with the at least one firing unit for initiation of an ordnance event. A multiple stage ordnance system may comprise a first stage and a second stage that each include an ordnance controller configured to control operation of an ordnance event, and at least one firing unit to initiate the ordnance event. Related methods for constructing a multiple stage ordnance control system and controlling initiation of an energetic material are also disclosed.",B23P
Method of manufacturing a housing,"A method of manufacturing a plurality of housings. The method may include maintaining an inventory of initial products. Each of the initial products may include a central hollow body extending along a longitudinal axis and monolithically formed with at least one of a suction passage and a discharge passage. Each of the products may have a same initial length. The method may further include receiving a first order for a first housing having a first length and machining a first product to the first length to form the first housing. Also, the method may include receiving a second order for a second housing having a second length and machining a second product to the second length to form the second housing. The first length and the second length may be different.",B23P
ON-SITE ASSEMBLED FOUNDATION MODULE,A device and method is disclosed for installing a turntable in a foundation. A foundation module having a base with a plurality of holes therein is used for installing the turntable. A first one of the plurality of holes is adapted to receive a foundation material there through for pouring a first section of the foundation and plurality of frame members are adapted to affix to the base. A form having an outer surface is adapted to secure to at least one of the plurality of frame members. The outer surface of the form is adapted retain a portion of the foundation material for pouring a second section of the foundation and the second section of the foundation defines a wall. Part of the turntable is adapted to rotate within the wall.,B23P
Precision tool and process for making the same,"Precision tool and process for making the same. The tool includes two prongs adapted to be associated with each other. Each prong ( 2, 2′) including a grip portion (4, 4′) and a cutting or bending portion (5, 5′). Each prong (2, 2′) is associated with the other prong so as to move the cutting or bending portion from a working position, in which the cutting or bending portions (5, 5′) contact each other, to a rest position, in which the cutting or bending portions are spaced apart from each other at at least one section thereof. Each cutting or bending portion includes at least one support portion (3, 3′) and at least one operating portion (7, 7′). Each operating portion includes at least one cutting blade or bending portion. Coupling elements are present for removably coupling at least one operating portion with at least one support portion.",B23P
The apparatus for the position control having the gap compensation of the locking member about the supporter and attaching.,"The invention relates to the apparatus for fixing the first part of the locking member (4) to the supporter (10). And the locking member (4) comprises the automatic gap filling means which contains the base (4a) and the body (4b) connected to the base and it is designed to be maintained while it is flat the inner surface of the base is clamped with the screw - nut assembly about the supporter and it is designed in order to cooperate with the second part of the locking member fixed to the element in which the body (4b) is assembled in the supporter and the apparatus includes the means (20) selecting the first part (4) of the locking member for the position for the reference plane (Z) formed by dissimilar locking member first parts (1, 2, 3) corresponding to which are selected with the position of 3 on the supporter and as the screw - nut assembly the screw - nut assembly is fastened up is designed in order to fill up the gap (j) between the inner surface of the supporter and the base.   ",B23P
Electronic equipment enclosures and methods related thereto,"Electronic equipment enclosures of the present disclosure are configured to house electronic equipment. The enclosures generally include vent opening configured to allow air to flow into and out of the enclosures, and fans configured to circulate the air within the enclosures around the electronic equipment housed therein. The enclosures also include backflow assemblies located between the vent openings and the fans, and configured to inhibit movement of unwanted materials through the enclosures between the vent openings and the fans. In addition, the backflow assemblies may include multiple vanes disposed adjacent the vent openings and arranged to block straight paths from the vent openings into the enclosures past the multiple vanes. The multiple vanes may be operable both to inhibit the movement of the unwanted materials through the enclosures and to allow air to flow out of the vent openings from the enclosures without moving.",B23P
WIRELESS COMMUNICATION NETWORK ASSOCIATION AND SECURITY FOR CONTROL OF INDUSTRIAL EQUIPMENT IN HARSH ENVIRONMENTS,"In certain embodiments, a system includes a master node device. The master node device includes communication circuitry configured to facilitate communication with a welding power supply unit via a long-range communication link, and to facilitate wireless communication with one or more welding-related devices via a short-range wireless communication network. The master node device also includes control circuitry configured to associate the one or more welding-related devices with the short-range wireless communication network. The master node device further includes means for manually initiating association of the one or more welding-related devices with the short-range wireless communication network.",B23K
Device having rail and block and method for manufacturing the same,"A device having a rail and a block includes a rail and a block. The rail includes a body and a hollow inside, the hollow inside being located inside the body. The hollow inside of the rail is provided with a lightweight, shock absorption and sound absorption material, and the lightweight, shock absorption and sound absorption material is selected from a group consisting of foam metal material, polystyrene, asbestos, foam, plastic, and rubber. The block is adapted for sliding along the rail to finish a slide path.",B23P
A METHOD FOR CLASSIFYING A MULTITUDE OF IMAGES RECORDED BY A CAMERA OBSERVING A PROCESSING AREA AND LASER MATERIAL PROCESSING HEAD USING THE SAME,"The present invention relates to a method for classifying a multitude of images recorded by a camera observing a processing area of a workpiece processed by a processing beam, comprising the steps of: recording a first pixel image and a multitude of subsequent pixel images by the camera during a processing operation; detecting mismatches of a position and orientation of a keyhole generated by the processing beam in the workpiece within an image plane of the subsequent pixel images in comparison to the first pixel image; compensating the mismatches of the position and orientation of the respective keyholes in the subsequent pixel images with regard to the first pixel image, to produce a set of pixel images having each a normalized keyhole position and orientation; classifying the set of normalized pixel images into at least two classes by means of a classifier.",B23K
Pipe hanger assembly,"A pipe hanger for supporting a pipe below an overhead support, such as a slab foundation, is disclosed. A plurality of grooves is formed in the bottom of the slab foundation. A conical wedge is frictionally engaged with each groove to secure a first threaded suspension rod to the slab foundation. A second threaded J-shaped suspension rod is operationally connected to the first suspension rod through a connector plate, in relation to which the suspension rods can axially rotate. A pipe engaging loop is connected to the second suspension rod. The pipe engaging loop can be adjusted vertically and horizontally to accommodate natural position of the pipe.",B23P
Operator interface for hydraulic tool control,"The present disclosure provides embodiments directed towards a system for the control of hydraulic output by a hydraulic power source. In one embodiment, a system is provided. The system includes a hydraulic supply system having a drive, a hydraulic pump coupled to the drive, a first hydraulic output configured to supply a first flow of a hydraulic fluid from the hydraulic pump to a hydraulic lift, a second hydraulic output configured to supply a second flow of the hydraulic fluid from the hydraulic pump to a first hydraulic tool, and a controller configured to adjust a speed of the drive in response to a feedback indicative of a first load by the hydraulic lift, a second load by the first hydraulic tool, or a combination thereof.",B23K
Impeller assembly and method,"Embodiments of the invention provide an impeller and a method of producing the impeller. The impeller includes a first molded piece coupled to a second molded piece. The first molded piece includes impeller vanes, a motor hub, a nose, and an eye. The second molded piece includes a cover and a hole through the cover. The cover is coupled to the impeller vanes around the motor hub so that the motor hub extends through the hole.",B23P
A method of supporting a tool in an assembled apparatus,"A method of supporting a tool (106) in an assembled apparatus (10) comprises the steps of (a) inserting a support structure (60) through a first aperture (52,56) in a casing (50,54) of the apparatus (10), a first end (62) of the support structure (60) being outside the casing (50,54) and a second end (64) of the support structure (60) being inside the casing (50,54), (b) securing the first end (60) of the support structure (60) to the casing (50,54), (c) arranging a first portion (78) of the support structure (60) to abut at least one surface within the casing (50,54), (d) inserting a tool (106) through the first aperture (52,56) or a second aperture (53,57) in the casing (50,54), and (e) securing the tool (106) to a second portion (102) of the support structure (60) within the casing (50,54).",B23P
for reaction metallurgy of copper conductor combined with automation,"copper conductor member or other workpiece using suitable copper alloy material is combined with the surface of the copper component is welded. reactive metal material can be thin metal foil applied to face the surface of the assembly. the member against the reactive material pressing together and resistance heating, so as to form the welding part. practice is adapted to such conductors or wires in the stator groove of the vehicle traction motor end face formed in the plurality of the welding part. claims for forming and automatically placing the proper size and practice of reactive metal foil. further claims using resistance welding tool to align and heating many conductors to be welded to the practice.",B23K
Protective cover for portable electronic device,"A protective cover assembly for a portable electronic device that includes a cushion enclosure that has a main body portion and a pouch pivotably connected to the main body portion, and front and back shells that cooperate to form a hard shell housing that at least partially encloses the main body portion of the cushion enclosure. The pouch extends outside the hard shell housing and is pivotable between a docking position and a non-docking position.",B23P
Portable object with self switching device,A portable electronic device  1 comprising a battery 14 coupled with an electronic circuit 10-12 through a switching circuit 15 for switching on or off the supply voltage Vcc to the electronic circuit using the battery. The portable device comprises at least one electromagnetic field detection circuit 13 coupled with the switching circuit 15 to start the power supply to the electronic circuit 10-12 if an electromagnetic field is detected.,B23K
Laser cutting system for cutting a workpiece with a laser beam at a variable cutting speed,"The laser cutting system for cutting a workpiece with a laser beam along a cutting line at a variable cutting speed includes a movable machining head for placing the laser beam on the respective workpiece, a user interface for specifying the respective cutting line and for specifying a minimum path accuracy of the laser beam, and a control device for controlling a movement of the machining head along the cutting line relative to the respective workpiece and for controlling a plurality of process variables of a cutting process. A second subset of the process variables comprises exclusively one or more process variables which have no influence on the power of the laser beam available for cutting. At least one process variable of the second subset can be controlled by way of the control device as a function of at least one variable control parameter.",B23K
"Systems and methods for the creation, transmission and storage of information and subsequent retrieval by a user","Systems and methods for the creation, transmission and storage of information related to a specific person, animal, place or object and subsequent retrieval of information by a user positioned at remote locations are disclosed. The systems and methods comprise information; data input computer equipment, an operating system, software and methods for the electronic recording, scanning or creation of information; a remote electronic memory storage facility or capability, commonly known as “cloud computing and/or storage”; unique infographic symbols and a mobile computing device equipped with a camera capable of retrieving information via a communications link to the Internet and displaying the information at a remote location. The infographic symbol can be a QR code or other code laser bonded to the surface of a substrate.",B23K
Systems and methods to feed a wire within a welder,"The invention includes a wire feed system that is used within a welder, the system having a forward drive roll that rotates in a first direction, a reverse drive roll that rotates in a second direction, which is opposite the first direction, wherein the forward drive roll and the reverse drive roll are both located on a first side of a wire, a first idle roll disposed opposite the forward drive roll, a second idle roll disposed opposite the reverse drive roll, wherein the first idle roll and the second idle roll are located on a second side of the wire, an arm that pivotally couples the first idle roll to the second idle roll, and an actuator that displaces the first idle roll to engage with the forward drive roll to advance the wire or displaces the second idle roll to engage with the reverse drive roll to retract the wire based upon a predetermined condition.",B23K
Manufacturing system,"The present invention is directed to a manufacturing system comprising a plurality of work stations having one or more tools for processing a work item, at least one carrier for moving a work item among the plurality of work stations, and a platform for connecting the plurality of work stations. In a further embodiment, at least one of the plurality of work stations is not on a line with the other work stations and may include a lift machine for raising and/or lowering the at least one carrier and the work item. The platform also may preferably comprise at least one rotator for changing the direction of movement of the at least one carrier on the platform. The system also may preferably comprise at least one conveyer for transporting the at least one carrier to the platform.",B23P
Axially swaged fitting,"An axially swaged fitting for use in permanently coupling tubes together. The swaged fitting may be useful in coupling metal hydraulic lines to one another in an airplane. According to one embodiment, the swaged fitting includes a sleeve with a hard metal surface and a swaging ring with a soft metal surface, such that during the swaging process the soft metal surface of the swaging ring is deformed.",B23P
Systems and methods to feed a wire within a welder,"The subject embodiments relate to a retractable wire feed system used within a welder, which include a friction-drive system disposed on a first side of a wire, an idle drive roll located opposite the friction-drive system on a second side of a wire, wherein the friction-drive system advances the wire through a welding nozzle toward a workpiece, and a brake, which is applied to retract the wire when a predetermined condition is met.",B23K
Production apparatus,"A production apparatus for producing a component assembly by sequentially performing predetermined processes in a plurality of processing areas (A 1 to A6) arranged in a ring formation and then, by separating a jig. The apparatus includes a rotational table main body (20), a plurality of holding/transfer units (30) rotatable integrally with the rotational table main body and capable of holding an object and transferring the same onto processing tables in the plurality of processing areas, a plurality of loading portions (40) provided on the rotational table main body corresponding to the plurality of holding/transfer units and capable of loading the jig, and a plurality of processing units (60 to 110) provided for performing predetermined processes in the plurality of processing areas.",B23P
Variable capacitor tuned using laser micromachining,"A variable capacitor device is disclosed in which the capacitive tuning ratio and quality factor are increased to very high levels, and in which the capacitance value of the device is tuned and held to a desired value with a high level of accuracy and precision using a laser micromachining tuning process on suitably designed and fabricated capacitor devices. The tuning of the variable capacitor devices can be performed open-loop or closed-loop, depending on the precision of the eventual capacitor value needed or desired. Furthermore, the tuning to a pre-determined value can be performed before the variable capacitor device is connected to a circuit, or alternatively, the tuning to a desired value can be performed after the variable capacitor device has been connected into a circuit.",B23K
Ladder access system and method for using same,"Embodiments of the disclosure may provide a ladder access system. The ladder access system may include a base having a clamp disposed proximal an excavation end thereof. The clamp may be configured to secure the base to an excavation support structure. A first side rail may be disposed on a first side of the base and a second side rail may be disposed on a second side of the base. The ladder access system may also include a gate disposed at a surface end of the base and extending between the first and second side rails. The ladder access system may further include a ladder support disposed proximal the excavation end of the base and extending from the first or second side rail, the ladder support being configured to uphold an upper end of a ladder disposed in an excavation and leaning thereupon.",B23P
Lead ring forming system and method for using the system,"The invention claims a lead bonding system. The system includes an engagement head, engagement tool carried by the engagement head, a supply lead adapted to be engaged by the engagement tool and the lead forming tool carried by the engagement head. The lead forming tool is independently movable with respect to the splice head and the engagement tool.",B23K
Systems for operating multiple plasma and/or induction heating systems and related methods,"In some aspects of the invention, a system for operating a plurality of plasma and/or induction heating processing systems includes an operating unit that has a display device on which a graphic user interface can be displayed, at least two power generators that supply power to a plasma process or an induction heating process, and a network that connects the operating unit to the power generators to transmit signals between the operating unit and the power generators. The graphic user interface includes a static region and a dynamic region, and a selection device for selecting information to be displayed in the dynamic region.",B23K
"Optical interface cards, assemblies, and related methods, suited for installation and use in antenna system equipment","Optical interface cards, assemblies, and related methods, which may be suited for installation and use in antenna system equipment, are disclosed. In certain embodiments, an optical interface card (OIC) comprising a printed circuit board (PCB) having at least one optical sub-assembly (OSA) mounted to at least one first opening end of the PCB and extending into at least one opening and related methods are disclosed. In other embodiments, optical interface assemblies comprised of two OICs mounted together are disclosed. In other embodiments, a communications equipment enclosure including at least one fan configured to draw in air from a first side of the communications equipment enclosure into a lower plenum and across a plurality of communications components into an upper plenum to provide air cooling are disclosed. In another embodiment, a modular distributed antenna system assembly is disclosed.",B23P
Laser marking,A method and apparatus is disclosed for producing precision marks for a metrological scale in the form of a stainless steel ribbon. A laser is used to produce ultra-short pulses which have a fluence at the ribbon such that ablation takes place. The laser light can be scanned via scanner and the pitch of the marks can be controlled. The ablative technique causes little thermal input and improves the accuracy of the scale.,B23K
KEYBOARDS AND METHOD OF MANUFACTURING SAME,"A method for producing a keycap of a keyboard of a portable electronic device that includes removing material from the backside of a body of the keycap to form a cavity in a shape associated with a character, filling the cavity with fill material, and removing material from the front side of the body to expose the fill material on the front surface of the keycap.",B23P
System for tracking and analyzing welding activity,A system and a method for tracking and analyzing welding activity. Dynamic spatial properties of a welding tool are sensed during a welding process producing a weld. The sensed dynamic spatial properties are tracked over time and the tracked dynamic spatial properties are captured as tracked data during the welding process. The tracked data is analyzed to determine performance characteristics of a welder performing the welding process and quality characteristics of a weld produced by the welding process. The performance characteristics and the quality characteristics may be subsequently reviewed.,B23K
Imaging method and system with angle-discrimination layer,"This disclosure provides systems, methods and apparatus for an imaging system that includes a light guide having light-turning features that are configured to receive ambient light incident on the light guide, including light scattered from a scene to be imaged, and to direct the received ambient light towards an image sensor. The light-turning features may have angle-discriminating properties so that some light-turning features capture light incident upon the light guide at certain angles of incidence, but not others. Light scattered from multiple parts of a scene to be imaged may then be directed to correlated locations on an image sensor, which provides electronic data representing an image.",B23P
Dual band antenna design,"Disclosed in an example embodiment herein is a dual mode patch antenna designed to operate in the TM02 mode. The antenna comprising a circular patch antenna configured to operate at a first frequency, and a cylindrical matching element coupled to the circular patch antenna configured to operate at a second frequency. A feed surface is coupled to the cylindrical matching element.",B23P
Pitot tube with increased particle separation efficiency,"A pneumatically actuated valve (44) includes a valve body (46), a pneumatic actuator (48), and a pitot tube (72). The valve body includes a valve disc (52) positioned in a valve housing (50) that defines a flow passage (56) with a flow passage diameter (D). The pneumatic actuator (48) rotates the valve disc (52) in the valve housing (50). The pitot tube (72) is connected to the pneumatic actuator (48) and has a tip (78) extending into the flow passage (56). The tip is spaced apart from the valve housing (50) by at least 1/20 of the flow passage diameter (D). The tip (78) is substantially free of downstream obstructions for a distance equal to at least 1/2 of the flow passage diameter (D) when the valve (44) is in an open position.",B23P
Deformable seal integrated with package lid,"A measurement apparatus is disclosed. The measurement apparatus includes a lid configured to be removably affixed to a case. The lid is formed from a substrate composed of a first material. An interior surface of the lid includes a surface coating of a second material. A raised seal is affixed to the substrate and extends beyond the interior surface in a direction orthogonal to the interior surface. The raised seal includes an elastic deformable layer adjacent to the substrate. The raised seal also includes a surface conforming layer configured such that, when the lid is affixed to the case, the surface conforming layer is adjacent to the case along a side opposite the elastic deformable layer. The surface conforming layer is composed of a material of a yield strength less than a normal force generated by fixation of the lid to the case.",B23P
Manufacturing process and apparatus having an interchangeable machine tool head with integrated control,"A modular manufacturing system and methods of using are provided. The modular manufacturing system includes a plurality of manufacturing heads that perform different manufacturing processes. These heads may include multi-axial machining heads, fiber placement heads including fiber tow and fiber tape lay-up heads. The heads are fixably attachable to a single positioning system that can manipulate the various heads along a plurality of different degrees of freedom relative to a tool or material blank.",B23P
Systems and methods for controlling airflow into an electronic device,Systems and methods for controlling airflow into an electronic device are disclosed. An airflow control system may include an airflow impedance plate having one or more airflow impeding features. The airflow impedance plate may be a passive device that may be configured to impede forceful airflow therethrough and also allow sound to pass therethrough.,B23P
Housing camera lens cover using GRIN technology,"A mobile device having an external housing that includes a housing camera lens cover made of graded index (GRIN) material is described herein. The housing camera lens cover has one face that faces a camera lens of a camera module included in the mobile device and another face that is exposed to the exterior of the mobile device. By using the GRIN material in the housing camera lens cover, the light rays are bent by the GRIN material before the light rays reach the camera lens. This bending of the light rays reduces the optical total track length (TTL) of the camera module and also reduces high Chief Ray Angle (CRA) such that the z-height of the camera module may be reduced while maintaining the camera's imaging performance.",B23P
Ball screw assembly with enhanced radial load capacity and method of construction thereof,A linear ball screw assembly and method of construction thereof is provided. The assembly includes a screw having a helical external groove and a ball nut having a through bore configured for receipt of the screw therethrough and including a helical internal groove radially aligned with the external groove of the screw to form a helical raceway. A plurality of axial load balls are disposed in the helical raceway. The nut includes a pair of non-grooved internal cylindrical surfaces extending in axially opposite directions from the internal groove along the external groove of the screw to provide outer surfaces of a pair of radial load raceways. A plurality of radial load balls are disposed in the radial load raceways. The radial and axial load balls have different diameters and/or the internal cylindrical surfaces are provided by a pair of sleeve inserts.,B23P
Dragline bucket with remote dumping and positioning capabilities,A dragline bucket includes a main body moveable between a digging orientation and a dumping orientation and a pivotable spreader beam coupled to the main body at a pivot point. The dragline bucket further includes an energy capture mechanism including an actuator coupled to the main body and the pivotable spreader beam and an energy storage mechanism coupled to the actuator.,B23P
Roof system for a vehicle,"A roof assembly for a vehicle is disclosed and includes a display device supported at the roof assembly. The display device is selectively movable between a use position and a stowed position. The roof assembly also includes a user interface associated with the display device, a light source supported at the roof assembly that is configured to illuminate the user interface and a switch for activating the light source when the display device is selectively moved from the stowed position. Another roof assembly for a vehicle is disclosed that includes a vehicle component that is at least partially supported at a transparent roof panel. A method of manufacturing a perimeter trim member for a vehicle is disclosed and includes designing the perimeter trim member as a plurality of sections and molding the plurality of sections as a single sheet of material.",B23P
Drilling motor optical encoder mounting apparatus and method of installation,Control over an electric motor is especially critical in large drilling rigs and a means of accurately and quickly measuring the speed of the rotor of an electric motor and correlating that information with other real-time information has been hampered by the failure of the prior art to attach optical encoders to electric motors with precision. The present device attaches to arbor of a cap on the end of the rotor which provides a centralized and sealed shaft extending through a covering plate on the end of the motor and directly attaching to an optical encoder.,B23P
"Back frame, method for manufacturing back frame, and backlight system","The present invention provides a back frame of flat panel display device. The back frame includes at least two primary assembling pieces and the at least two primary assembling pieces are connected through joining; the at least two primary assembling pieces having lengths that are adjustable in order to form a main frame structures of the back frame that is of various sizes, in which lengths of two parallel sides of the main frame structure are both subjected to adjustment. The present invention also provides a method for manufacturing a back frame of flat panel display device and a backlight system. Through above arrangement, the back frame mold is made simple in structure and the expenditure of the back frame mold is reduced, and the material used for back frame is saved so as to lower down the manufacturing cost of flat panel display device.",B23P
Lithographic apparatus and device manufacturing method,"Lithography apparatus comprising a projection system (PS), a carrier (WT); and a drive system (16) for moving the carrier relative to the projection system in a plane defined by reference to orthogonal axes X and Y, wherein: the drive system comprises: a shuttle (2) constructed and arranged to move parallel to the Y-axis; a shuttle connector (4) for connecting the shuttle to the carrier, the shuttle connector being such as to allow movement of the carrier in a direction parallel to the X-axis relative to the shuttle; and a shuttle driver (16) for driving movement of the shuttle parallel to the Y-axis, wherein: the shuttle is located to one side only of the carrier in a direction parallel to the X-axis and only one of the shuttle is connected to the carrier; and the shuttle driver and shuttle connector are configured to supply at least 10% of the Y-component of forces applied to the carrier by the drive system.",B23K
SYSTEMS AND METHODS FOR DIAGNOSING SECONDARY WELD ERRORS,"A controller for a welding  system (10) adapted to determine a value of  a weld secondary parameter across a weld  secondary component (16, 24, 28, 32, 36,  20, 18) based on a sensed parameter is provided.  The controller may also be adapted  to compare the determined value to a reference value range and to alert a user to a  presence and location of a weld secondary  error when the determined value is outside  the referenced value range. ",B23K
Fitting system for a hydraulic tuning cable,"A tuning cable for hydraulic system noise reduction is secured to a secondary fitting where the secondary fitting is mounted in a primary fitting using a pressed-in fit, a threaded connection or a slip fit after a tuning cable is installed in the secondary fitting by crimping the secondary fitting. The primary fitting is secured to a hydraulic connector which is also secured to a hydraulic hose to form a hydraulic hose assembly. In an alternative embodiment the secondary fitting is slipped directly into the hydraulic connector.",B23P
Hydraulic control system having energy recovery kit,An energy recovery retrofit kit for a hydraulic control system is disclosed. The energy recover retrofit kit may have a first accumulator and a second accumulator. The energy recover retrofit kit may also have a recovery valve block fluidly connectable between an existing pump and an existing motor of the hydraulic system. The recovery valve block may be configured to selectively fluidly communicate the first and second accumulators with the existing motor.,B23P
Electron beam welding of large vacuum chamber body having a high emissivity coating,"Embodiments disclosed herein relate to a large vacuum chamber body that has been welded together. The chamber body may have a high emissivity coating on at least one surface therein. Due to the large size of the chamber body, the chamber body may be formed by welding several pieces together rather than forging the body from a single piece of metal. The pieces may be welded together at a location spaced from the corner of the body, which may be under the greatest stress during evacuation, to ensure that the weld, which may be the weakest point in the body, does not fail. At least one surface of the chamber body may be coated with a high emissivity coating to aid in heat transfer from incoming, heated substrates. The high emissivity coating may increase substrate throughput by lowering the time that may be needed to reduce the substrate temperature.",B23K
Systems and methods for remote control of a movable partition,"A remote control system for use with a movable partition comprises a motor configured to drive movement of a movable partition of a movable partition system, a processor coupled with the motor to generate an actuation signal to control the motor, and a remote control switch coupled with the motor and configured to transmit a trigger signal to the processor in response to receiving an activation signal from a remote control key. The processor is configured to control the motor to drive the movable partition to a predetermined position along a track in response to the trigger signal. A method of driving a movable partition comprises receiving an activation signal from a remote control key, and driving the movable partition to an intermediate position along a track to provide access to user interface elements of the movable partition in response to receiving the activation signal.",B23P
Mounting apparatus,"The purpose of the invention is to provide a mounting apparatus that can mount a part such as a chip, etc. on a substrate effectively and precisely. A wafer is placed on the upper surface of turntable, which has opening section, and a backup section and a head section that hold a chip are lifted up and lowered respectively, at opening section. The wafer and the chip are contacted, pinched and held locally, and then they are heat-bonded. After that, the backup section and the head section are removed. Lift arms equipped on a holding table are inserted between the wafer and turntable, the wafer is lifted up, and opening section is moved relative to the wafer when turntable is rotated. The wafer is placed on turntable again and the bonding process is performed.",B23P
Machine for machining workpieces and a method of machining workpieces,"Machines for machining workpieces, especially metal sheets, include a machining device, a main drive, and an auxiliary drive that is different therefrom. Both drives serve to generate a relative movement between the machining device and a workpiece, wherein the machining device is movable relative to the workpiece and/or the workpiece is movable relative to the machining device with a main movement by means of the main drive and wherein the machining device is movable relative to the workpiece with an auxiliary movement by means of the auxiliary drive. Machines with high adaptability to different machining tasks are provided. Methods of machining workpieces include corresponding method steps.",B23K
Communication connector with reduced crosstalk,"A communication connector including a housing and a plurality of contact pairs arranged relative to the housing. One of the plurality of contact pairs includes a first conductor termination zone centerline, and another contact pair includes a second conductor termination zone centerline, wherein the second conductor termination zone centerline is an approximately perpendicular bisector of the first conductor termination zone centerline.",B23P
Metal trimmer assembly equipment and methods of assembling metal trimmers using metal trimming assembly equipment,"Provide metal trimmer assembly equipment (10) and cutting machine assembly method. Metal trimming assembly (10) Metal trimmer assembly assembly (10) includes a platform (30), one support mechanism (24) with arms (50) which can swing towards and Away from the platform (30) and the second support (142), the first support (24) is placed between the platform (30) and the second support (142). The first support (24) is rotated to guide The arms (50) face in relation to the platform (30) or the second support mechanism (142).",B23P
SUPPLY SYSTEM WITH DIFFERENT OPERATING MODES FOR CONTROLLING HYDRAULIC TOOLS,"The present disclosure provides embodiments directed towards a system (230) for the control of hydraulic output by a hydraulic power source (234). The system (230) includes a hydraulic supply system having a drive (232), a hydraulic pump (234) coupled to the drive, a first hydraulic output configured to supply a first flow of a hydraulic fluid from the hydraulic pump to a hydraulic lift (240), a second hydraulic output configured to supply a second flow of the hydraulic fluid from the hydraulic pump to a first hydraulic tool (236), and a controller (248) configured to switch between a first mode and a second mode, wherein different flow rates are available for the hydraulic lift (240) and the hydraulic tool (236) in the different modes.",B23K
Automated welding of moulds and stamping tools,"A tool welding system is disclosed that includes a table that heats a tool. A multi-axis robot includes a welding head that is moved relative to the table in response to a command. A controller is in communication with the robot and generates the command in response to welding parameters. The weld parameters are based upon a difference between an initial tool shape and a desired tool shape. The difference between the initial tool shape and the desired tool shape corresponds to a desired weld shape. The desired weld shape is adjusted based upon initial tool shape variations, which includes thermal growth of the tool. The tool is welded to provide the desired weld shape to achieve a desired tool shape.",B23K
ROTATING CONTROL DEVICE,"A system and method is provided for a low profile rotating control device (LP-RCD) and its housing mounted on or integral with an annular blowout preventer seal, casing, or other housing. The LP-RCD and LP-RCD housing can fit within a limited space available on drilling rigs. An embodiment allows a LP-RCD to be removably disposed with a LP-RCD housing by rotating a bearing assembly rotating plate. A sealing element may be removably disposed with the LP-RCD bearing assembly by rotating a seal retainer ring. Alternatively, a sealing element may be removably disposed with the LP-RCD bearing assembly with a seal support member threadedly attached with the LP-RCD bearing assembly. The seal support member may be locked in position with a seal locking ring removably attached with threads with the LP-RCD bearing assembly over the seal support member. Spaced apart accumulators may be disposed radially outward of the bearings in the bearing assembly to provide self lubrication to the bearings.",B23P
